region,soil_type,crop_type,season,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,evapotranspiration,soil_moisture_pct,should_irrigate,region_enc,soil_enc,crop_enc,season_enc
Uttar Pradesh,Alluvial,Sugarcane,Kharif,35.9,83.6,0.0,16.4,7.28,41.1,1,17,0,2,0
Uttar Pradesh,Silt,Vegetables,Kharif,36.9,54.9,0.1,13.9,7.19,42.9,0,17,6,3,0
Uttar Pradesh,Silt,Vegetables,Kharif,37.5,58.8,0.0,12.9,7.51,42.2,0,17,6,3,0
Uttar Pradesh,Clay,Wheat,Kharif,37.1,52.0,0.1,15.4,7.36,52.2,0,17,2,4,0
Uttar Pradesh,Silt,Vegetables,Kharif,35.6,73.7,2.6,17.1,6.7,48.7,0,17,6,3,0
Uttar Pradesh,Clay,Vegetables,Kharif,36.2,80.5,0.0,14.5,6.65,53.0,0,17,2,3,0
Uttar Pradesh,Clay,Sugarcane,Kharif,37.1,62.5,0.2,12.4,6.65,53.4,1,17,2,2,0
Uttar Pradesh,Clay,Wheat,Kharif,34.2,47.8,0.0,17.1,5.87,54.2,0,17,2,4,0
Uttar Pradesh,Clay,Vegetables,Kharif,31.9,100.0,10.9,17.8,5.7,76.2,0,17,2,3,0
Uttar Pradesh,Loamy,Rice,Kharif,30.8,79.1,16.4,14.6,5.16,76.1,0,17,3,1,0
Uttar Pradesh,Clay,Wheat,Kharif,30.3,84.1,2.5,7.8,4.96,60.6,0,17,2,4,0
Uttar Pradesh,Clay,Wheat,Kharif,30.4,100.0,31.9,17.2,4.81,95.0,0,17,2,4,0
Uttar Pradesh,Loamy,Rice,Kharif,29.3,75.5,8.7,13.9,3.7,62.9,1,17,3,1,0
Uttar Pradesh,Silt,Vegetables,Kharif,30.6,63.3,2.4,10.9,4.9,50.9,0,17,6,3,0
Uttar Pradesh,Silt,Rice,Kharif,29.3,89.4,4.9,14.0,4.02,57.3,1,17,6,1,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,29.0,63.3,3.0,11.5,3.56,51.7,1,17,3,2,0
Uttar Pradesh,Silt,Sugarcane,Kharif,30.3,45.7,0.9,15.0,4.91,47.9,1,17,6,2,0
Uttar Pradesh,Silt,Rice,Kharif,30.4,78.0,1.4,15.6,5.43,48.2,1,17,6,1,0
Uttar Pradesh,Alluvial,Wheat,Kharif,30.9,80.1,0.5,16.7,5.57,44.6,0,17,0,4,0
Uttar Pradesh,Silt,Wheat,Kharif,31.0,81.3,2.0,15.9,4.89,50.2,0,17,6,4,0
Uttar Pradesh,Clay,Sugarcane,Kharif,29.9,55.7,3.8,7.7,4.74,63.5,1,17,2,2,0
Uttar Pradesh,Silt,Vegetables,Kharif,28.7,100.0,10.4,8.9,3.92,68.4,0,17,6,3,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,27.5,100.0,38.7,7.5,2.74,95.0,0,17,3,2,0
Uttar Pradesh,Clay,Sugarcane,Kharif,28.3,77.1,15.5,9.6,3.57,88.6,0,17,2,2,0
Uttar Pradesh,Clay,Vegetables,Kharif,29.2,65.5,7.6,14.2,4.39,71.6,0,17,2,3,0
Uttar Pradesh,Loamy,Vegetables,Kharif,29.4,88.9,9.4,17.8,4.72,62.7,0,17,3,3,0
Uttar Pradesh,Silt,Vegetables,Kharif,29.5,71.8,4.2,13.1,4.13,55.7,0,17,6,3,0
Uttar Pradesh,Silt,Vegetables,Kharif,29.3,56.4,3.2,11.3,3.88,54.1,0,17,6,3,0
Uttar Pradesh,Alluvial,Wheat,Kharif,30.0,54.8,1.6,9.0,4.53,48.4,0,17,0,4,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,31.1,62.4,5.3,11.2,4.89,55.3,1,17,0,2,0
Uttar Pradesh,Alluvial,Rice,Kharif,30.9,37.8,0.6,10.0,4.98,45.7,1,17,0,1,0
Uttar Pradesh,Silt,Sugarcane,Kharif,28.2,75.0,8.4,10.1,2.36,66.8,1,17,6,2,0
Uttar Pradesh,Clay,Sugarcane,Kharif,29.7,86.4,1.5,8.8,4.59,59.1,1,17,2,2,0
Uttar Pradesh,Loamy,Vegetables,Kharif,29.3,61.6,11.0,14.5,4.6,66.1,0,17,3,3,0
Uttar Pradesh,Loamy,Wheat,Kharif,28.6,100.0,27.7,13.3,3.18,95.0,0,17,3,4,0
Uttar Pradesh,Loamy,Vegetables,Kharif,28.9,85.2,7.4,15.0,3.72,60.2,0,17,3,3,0
Uttar Pradesh,Clay,Sugarcane,Kharif,29.0,70.0,4.7,14.7,4.54,65.6,1,17,2,2,0
Uttar Pradesh,Silt,Vegetables,Kharif,29.6,52.7,0.2,9.1,4.92,46.5,0,17,6,3,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,28.6,97.6,7.1,13.9,3.54,60.9,1,17,0,2,0
Uttar Pradesh,Clay,Wheat,Kharif,27.8,87.5,7.8,26.3,4.0,72.6,0,17,2,4,0
Uttar Pradesh,Clay,Rice,Kharif,29.0,63.8,4.3,22.2,4.61,64.7,1,17,2,1,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,29.9,46.6,0.0,12.0,5.24,43.1,1,17,3,2,0
Uttar Pradesh,Loamy,Vegetables,Kharif,29.5,48.6,3.8,9.8,3.55,53.3,0,17,3,3,0
Uttar Pradesh,Clay,Rice,Kharif,29.7,54.4,0.5,8.7,4.37,57.4,1,17,2,1,0
Uttar Pradesh,Alluvial,Rice,Kharif,30.7,57.1,0.6,9.9,5.06,45.6,1,17,0,1,0
Uttar Pradesh,Loamy,Wheat,Kharif,30.6,79.7,6.6,11.9,4.88,56.9,0,17,3,4,0
Uttar Pradesh,Clay,Sugarcane,Kharif,31.6,45.0,0.1,8.8,5.34,55.2,1,17,2,2,0
Uttar Pradesh,Silt,Vegetables,Kharif,31.1,68.9,5.4,10.1,4.63,57.4,0,17,6,3,0
Uttar Pradesh,Clay,Wheat,Kharif,30.0,74.3,6.9,18.5,4.55,70.0,0,17,2,4,0
Uttar Pradesh,Clay,Rice,Kharif,30.1,62.4,1.1,20.6,5.02,57.7,1,17,2,1,0
Uttar Pradesh,Clay,Vegetables,Kharif,28.5,82.7,6.1,8.8,2.72,71.1,0,17,2,3,0
Uttar Pradesh,Clay,Rice,Kharif,27.9,91.8,6.8,11.2,2.62,72.7,0,17,2,1,0
Uttar Pradesh,Clay,Sugarcane,Kharif,27.8,100.0,24.9,16.7,2.9,95.0,0,17,2,2,0
Uttar Pradesh,Alluvial,Wheat,Kharif,28.3,98.6,6.7,12.8,3.77,59.7,0,17,0,4,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,28.6,94.4,7.4,10.7,3.89,61.0,0,17,0,3,0
Uttar Pradesh,Clay,Vegetables,Kharif,28.4,77.8,15.3,14.2,3.46,88.4,0,17,2,3,0
Uttar Pradesh,Clay,Wheat,Kharif,27.0,100.0,40.8,13.1,1.29,95.0,0,17,2,4,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,26.5,100.0,66.8,16.2,1.74,95.0,0,17,0,3,0
Uttar Pradesh,Silt,Sugarcane,Kharif,27.1,70.9,6.7,12.5,2.86,62.6,1,17,6,2,0
Uttar Pradesh,Clay,Sugarcane,Kharif,27.6,100.0,18.9,11.7,3.34,95.0,0,17,2,2,0
Uttar Pradesh,Clay,Rice,Kharif,28.9,70.5,12.2,15.3,4.68,80.4,0,17,2,1,0
Uttar Pradesh,Loamy,Wheat,Kharif,27.4,100.0,22.1,11.0,1.93,92.3,0,17,3,4,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,28.3,60.5,2.1,9.9,4.01,49.2,1,17,3,2,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,28.8,74.8,3.3,9.4,4.21,51.3,1,17,3,2,0
Uttar Pradesh,Clay,Vegetables,Kharif,28.0,100.0,11.9,9.0,2.42,83.2,0,17,2,3,0
Uttar Pradesh,Silt,Vegetables,Kharif,29.4,100.0,3.8,12.2,4.48,54.4,0,17,6,3,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,29.0,79.8,12.7,9.1,3.19,72.6,1,17,0,2,0
Uttar Pradesh,Clay,Wheat,Kharif,28.5,79.4,11.0,17.1,4.18,78.7,0,17,2,4,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,29.7,60.9,0.0,9.2,4.98,43.5,1,17,3,2,0
Uttar Pradesh,Alluvial,Wheat,Kharif,30.0,28.7,0.3,11.5,4.94,45.2,0,17,0,4,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,29.6,69.5,4.9,15.7,4.29,55.4,1,17,0,2,0
Uttar Pradesh,Clay,Rice,Kharif,29.3,64.8,1.6,14.4,4.37,59.6,1,17,2,1,0
Uttar Pradesh,Clay,Sugarcane,Kharif,29.6,63.2,0.7,13.8,4.76,57.3,1,17,2,2,0
Uttar Pradesh,Silt,Sugarcane,Kharif,29.2,64.2,5.2,19.4,4.43,57.3,1,17,6,2,0
Uttar Pradesh,Clay,Vegetables,Kharif,29.0,60.4,5.3,16.8,4.36,67.1,0,17,2,3,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,28.1,67.9,6.7,11.6,4.19,59.1,0,17,0,3,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,28.1,52.7,0.7,17.3,3.86,47.6,0,17,0,3,0
Uttar Pradesh,Clay,Rice,Kharif,28.0,56.5,4.9,19.4,4.13,66.6,1,17,2,1,0
Uttar Pradesh,Loamy,Rice,Kharif,27.3,83.1,8.2,25.8,3.14,62.7,1,17,3,1,0
Uttar Pradesh,Clay,Wheat,Kharif,28.7,59.9,2.9,13.0,4.29,62.4,0,17,2,4,0
Uttar Pradesh,Clay,Wheat,Kharif,29.6,82.7,0.9,9.9,4.53,58.0,0,17,2,4,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,29.4,47.6,1.2,13.5,4.27,48.0,0,17,0,3,0
Uttar Pradesh,Loamy,Vegetables,Kharif,29.2,64.0,1.1,14.5,4.15,47.0,0,17,3,3,0
Uttar Pradesh,Loamy,Wheat,Kharif,28.7,84.1,2.0,16.0,3.88,49.2,0,17,3,4,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,27.7,100.0,23.3,13.9,2.42,95.0,0,17,0,2,0
Uttar Pradesh,Clay,Vegetables,Kharif,27.4,92.7,15.6,15.2,3.1,89.5,0,17,2,3,0
Uttar Pradesh,Loamy,Wheat,Kharif,27.2,80.9,6.9,16.4,2.84,60.5,0,17,3,4,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,28.7,55.0,1.5,14.6,4.22,48.7,0,17,0,3,0
Uttar Pradesh,Clay,Sugarcane,Kharif,28.9,82.2,7.2,21.1,4.76,70.3,1,17,2,2,0
Uttar Pradesh,Silt,Rice,Kharif,28.5,62.1,1.5,18.4,4.56,49.7,1,17,6,1,0
Uttar Pradesh,Silt,Sugarcane,Kharif,28.9,51.4,0.5,10.3,4.48,47.8,1,17,6,2,0
Uttar Pradesh,Alluvial,Wheat,Kharif,29.2,50.7,8.7,8.9,4.45,62.7,0,17,0,4,0
Uttar Pradesh,Silt,Rice,Kharif,29.0,83.7,2.4,8.1,4.3,51.8,1,17,6,1,0
Uttar Pradesh,Alluvial,Wheat,Kharif,29.5,49.6,0.9,11.6,4.05,47.7,0,17,0,4,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,30.9,61.3,0.2,17.4,5.36,43.4,1,17,3,2,0
Uttar Pradesh,Loamy,Wheat,Kharif,30.5,57.7,0.0,13.5,4.55,44.2,0,17,3,4,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,30.5,51.1,1.6,11.8,4.64,48.2,0,17,0,3,0
Uttar Pradesh,Loamy,Vegetables,Kharif,31.2,71.8,0.9,8.8,4.81,45.6,0,17,3,3,0
Uttar Pradesh,Silt,Sugarcane,Kharif,31.0,55.8,1.7,9.4,4.94,49.5,1,17,6,2,0
Uttar Pradesh,Silt,Wheat,Kharif,29.0,32.5,1.4,9.6,3.45,51.1,0,17,6,4,0
Uttar Pradesh,Clay,Sugarcane,Kharif,27.3,60.4,10.2,12.3,2.56,79.6,1,17,2,2,0
Uttar Pradesh,Silt,Wheat,Kharif,27.2,75.7,4.1,11.3,3.42,56.6,0,17,6,4,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,26.4,78.2,13.3,7.7,2.19,75.3,1,17,0,2,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,27.1,95.7,9.6,10.6,3.32,66.2,0,17,0,3,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,28.5,56.6,1.3,9.0,3.91,48.7,1,17,0,2,0
Uttar Pradesh,Loamy,Rice,Kharif,29.1,90.4,0.1,12.2,4.5,44.5,1,17,3,1,0
Uttar Pradesh,Loamy,Rice,Kharif,29.3,75.0,0.8,13.2,4.49,45.9,1,17,3,1,0
Uttar Pradesh,Loamy,Wheat,Kharif,29.8,57.8,0.0,9.2,4.37,44.4,0,17,3,4,0
Uttar Pradesh,Loamy,Wheat,Kharif,30.7,50.9,0.0,9.3,4.44,44.3,0,17,3,4,0
Uttar Pradesh,Alluvial,Rice,Kharif,30.5,66.6,1.3,7.8,3.94,48.7,1,17,0,1,0
Uttar Pradesh,Loamy,Rice,Kharif,32.6,90.6,0.0,7.9,4.83,43.8,1,17,3,1,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,31.1,67.1,1.1,15.9,3.72,48.6,1,17,0,2,0
Uttar Pradesh,Loamy,Wheat,Kharif,31.0,63.0,0.2,18.2,5.07,43.8,0,17,3,4,0
Uttar Pradesh,Silt,Sugarcane,Kharif,30.6,52.1,1.0,11.8,4.35,49.0,1,17,6,2,0
Uttar Pradesh,Clay,Rice,Kharif,30.7,53.3,0.8,7.7,4.07,58.5,1,17,2,1,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,29.0,90.7,18.4,17.7,3.56,83.5,0,17,0,2,0
Uttar Pradesh,Silt,Wheat,Kharif,27.3,51.6,0.9,13.2,3.26,50.4,0,17,6,4,0
Uttar Pradesh,Silt,Wheat,Kharif,27.3,57.2,7.4,14.1,3.31,63.3,0,17,6,4,0
Uttar Pradesh,Loamy,Rice,Kharif,28.3,55.7,0.0,11.4,3.74,45.4,1,17,3,1,0
Uttar Pradesh,Loamy,Wheat,Kharif,29.4,44.2,0.2,15.3,4.63,44.5,0,17,3,4,0
Uttar Pradesh,Silt,Vegetables,Kharif,28.9,49.8,1.4,11.0,4.05,50.2,0,17,6,3,0
Uttar Pradesh,Silt,Wheat,Kharif,26.8,39.5,0.5,8.9,2.93,50.1,0,17,6,4,0
Uttar Pradesh,Silt,Sugarcane,Kharif,26.3,56.1,3.2,16.5,3.52,54.6,1,17,6,2,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,27.2,65.8,0.0,11.2,4.61,44.1,1,17,3,2,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,26.7,52.0,0.0,10.6,4.77,43.8,1,17,3,2,0
Uttar Pradesh,Clay,Wheat,Kharif,26.5,68.3,0.0,11.8,5.02,55.5,0,17,2,4,0
Uttar Pradesh,Loamy,Vegetables,Kharif,26.4,48.7,0.0,10.1,4.4,44.4,0,17,3,3,0
Uttar Pradesh,Clay,Wheat,Kharif,26.2,65.4,0.0,10.4,4.39,56.4,0,17,2,4,0
Uttar Pradesh,Clay,Rice,Kharif,26.6,54.6,0.0,7.6,4.14,56.8,1,17,2,1,0
Uttar Pradesh,Alluvial,Wheat,Kharif,26.3,79.0,0.0,10.4,4.28,45.6,0,17,0,4,0
Uttar Pradesh,Silt,Sugarcane,Kharif,26.9,67.2,0.0,9.6,4.43,46.9,1,17,6,2,0
Uttar Pradesh,Loamy,Sugarcane,Kharif,27.4,57.7,0.0,7.1,4.18,44.7,1,17,3,2,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,27.7,68.6,0.0,7.7,3.74,46.4,1,17,0,2,0
Uttar Pradesh,Clay,Rice,Kharif,27.8,42.0,0.0,8.0,3.55,57.7,1,17,2,1,0
Uttar Pradesh,Loamy,Wheat,Kharif,27.3,54.2,0.0,7.7,3.74,45.4,0,17,3,4,0
Uttar Pradesh,Silt,Rice,Kharif,27.8,33.0,0.0,10.1,3.89,47.7,1,17,6,1,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,28.1,70.4,0.0,9.3,3.61,46.6,1,17,0,2,0
Uttar Pradesh,Alluvial,Sugarcane,Kharif,28.6,57.1,0.0,9.7,3.9,46.1,1,17,0,2,0
Uttar Pradesh,Silt,Sugarcane,Kharif,28.4,81.6,0.0,10.7,4.3,47.0,1,17,6,2,0
Uttar Pradesh,Loamy,Rice,Kharif,28.2,29.1,0.0,8.1,4.0,45.0,1,17,3,1,0
Uttar Pradesh,Loamy,Vegetables,Kharif,27.7,59.8,0.0,9.4,3.87,45.2,0,17,3,3,0
Uttar Pradesh,Alluvial,Wheat,Kharif,25.4,25.2,1.0,8.6,1.77,51.3,0,17,0,4,0
Uttar Pradesh,Alluvial,Vegetables,Kharif,22.1,65.6,5.2,14.5,1.65,59.9,0,17,0,3,0
Uttar Pradesh,Clay,Rice,Kharif,24.4,61.7,0.0,9.7,2.65,59.0,1,17,2,1,0
Uttar Pradesh,Clay,Wheat,Kharif,22.8,100.0,28.8,16.1,1.51,95.0,0,17,2,4,0
Uttar Pradesh,Clay,Vegetables,Kharif,23.4,45.6,2.9,14.5,1.49,66.6,0,17,2,3,0
Uttar Pradesh,Clay,Sugarcane,Rabi,25.0,39.6,0.1,10.2,2.8,59.0,1,17,2,2,1
Uttar Pradesh,Alluvial,Wheat,Rabi,24.4,57.0,0.0,13.6,3.61,46.6,0,17,0,4,1
Uttar Pradesh,Silt,Wheat,Rabi,23.6,66.8,0.0,15.5,3.82,47.8,0,17,6,4,1
Uttar Pradesh,Clay,Wheat,Rabi,23.7,68.5,0.0,8.0,3.35,58.0,0,17,2,4,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,24.7,53.5,0.0,8.9,3.43,46.9,1,17,0,2,1
Uttar Pradesh,Clay,Vegetables,Rabi,23.7,83.3,0.0,13.4,4.1,56.9,0,17,2,3,1
Uttar Pradesh,Silt,Wheat,Rabi,21.5,71.5,0.0,10.6,3.86,47.7,0,17,6,4,1
Uttar Pradesh,Clay,Vegetables,Rabi,21.7,38.8,0.0,9.9,3.6,57.6,0,17,2,3,1
Uttar Pradesh,Silt,Wheat,Rabi,21.1,58.2,0.0,9.2,3.79,47.8,0,17,6,4,1
Uttar Pradesh,Alluvial,Wheat,Rabi,21.0,63.9,0.0,8.8,3.57,46.6,0,17,0,4,1
Uttar Pradesh,Alluvial,Rice,Rabi,20.9,91.9,0.0,11.5,3.9,46.1,1,17,0,1,1
Uttar Pradesh,Loamy,Wheat,Rabi,20.9,30.6,0.0,11.8,3.99,45.0,0,17,3,4,1
Uttar Pradesh,Clay,Sugarcane,Rabi,20.9,88.6,0.0,11.4,3.77,57.3,1,17,2,2,1
Uttar Pradesh,Alluvial,Vegetables,Rabi,20.4,69.0,0.0,9.4,3.55,46.7,0,17,0,3,1
Uttar Pradesh,Silt,Rice,Rabi,19.6,34.6,0.0,8.6,3.05,48.9,1,17,6,1,1
Uttar Pradesh,Loamy,Rice,Rabi,20.1,76.2,0.0,8.8,3.0,46.5,1,17,3,1,1
Uttar Pradesh,Clay,Sugarcane,Rabi,20.9,68.4,0.0,7.6,2.88,58.7,1,17,2,2,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,21.5,53.9,0.0,9.4,3.07,46.4,1,17,3,2,1
Uttar Pradesh,Silt,Rice,Rabi,21.4,45.5,0.0,7.5,2.72,49.4,1,17,6,1,1
Uttar Pradesh,Clay,Rice,Rabi,21.1,69.1,0.0,4.2,2.57,59.1,1,17,2,1,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,21.4,43.0,0.0,7.9,2.73,47.9,1,17,0,2,1
Uttar Pradesh,Clay,Vegetables,Rabi,21.2,63.4,0.0,8.3,2.83,58.8,0,17,2,3,1
Uttar Pradesh,Clay,Wheat,Rabi,20.1,78.2,0.0,8.7,2.83,58.8,0,17,2,4,1
Uttar Pradesh,Loamy,Wheat,Rabi,19.4,77.0,0.0,6.1,2.63,47.1,0,17,3,4,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,18.7,61.7,0.0,10.0,2.95,47.6,1,17,0,2,1
Uttar Pradesh,Loamy,Wheat,Rabi,18.6,75.0,0.0,6.8,2.8,46.8,0,17,3,4,1
Uttar Pradesh,Silt,Wheat,Rabi,19.0,45.4,0.0,7.4,2.68,49.5,0,17,6,4,1
Uttar Pradesh,Loamy,Wheat,Rabi,19.3,57.0,0.0,8.6,2.85,46.7,0,17,3,4,1
Uttar Pradesh,Alluvial,Rice,Rabi,19.4,67.6,0.0,10.5,3.14,47.3,1,17,0,1,1
Uttar Pradesh,Alluvial,Vegetables,Rabi,19.8,78.4,0.0,15.8,3.35,47.0,0,17,0,3,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,18.4,53.4,0.0,12.5,3.08,46.4,1,17,3,2,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,18.6,62.2,0.0,10.5,2.99,47.5,1,17,0,2,1
Uttar Pradesh,Alluvial,Rice,Rabi,19.8,60.4,0.0,11.4,2.92,47.6,1,17,0,1,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,17.2,54.8,0.0,10.5,3.07,46.4,1,17,3,2,1
Uttar Pradesh,Alluvial,Wheat,Rabi,16.5,62.6,0.0,9.7,2.91,47.6,0,17,0,4,1
Uttar Pradesh,Loamy,Vegetables,Rabi,16.7,60.4,0.0,11.2,2.92,46.6,0,17,3,3,1
Uttar Pradesh,Clay,Rice,Rabi,17.4,59.1,0.0,9.9,2.72,58.9,1,17,2,1,1
Uttar Pradesh,Silt,Rice,Rabi,17.4,58.5,0.0,10.5,2.73,49.4,1,17,6,1,1
Uttar Pradesh,Clay,Sugarcane,Rabi,17.8,71.2,0.0,11.5,3.05,58.4,1,17,2,2,1
Uttar Pradesh,Loamy,Vegetables,Rabi,17.6,74.5,0.0,8.9,2.8,46.8,0,17,3,3,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,17.5,40.6,0.0,10.2,2.59,47.1,1,17,3,2,1
Uttar Pradesh,Silt,Rice,Rabi,17.5,71.3,0.0,6.9,2.35,50.0,1,17,6,1,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,18.0,50.8,0.0,5.0,2.3,47.5,1,17,3,2,1
Uttar Pradesh,Silt,Sugarcane,Rabi,18.1,55.8,0.0,6.7,2.33,50.0,1,17,6,2,1
Uttar Pradesh,Loamy,Wheat,Rabi,17.8,88.3,0.0,8.4,2.49,47.3,0,17,3,4,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,17.3,60.5,0.0,10.5,2.56,48.2,1,17,0,2,1
Uttar Pradesh,Alluvial,Wheat,Rabi,16.3,64.2,0.0,7.3,2.15,48.8,0,17,0,4,1
Uttar Pradesh,Alluvial,Vegetables,Rabi,15.4,44.9,0.0,4.0,1.77,49.3,0,17,0,3,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,13.8,94.4,0.0,6.8,1.62,48.6,1,17,3,2,1
Uttar Pradesh,Alluvial,Rice,Rabi,13.4,54.2,0.0,6.0,1.6,49.6,1,17,0,1,1
Uttar Pradesh,Clay,Wheat,Rabi,13.4,73.7,0.0,2.8,1.49,60.8,0,17,2,4,1
Uttar Pradesh,Silt,Wheat,Rabi,14.5,73.0,0.0,7.0,1.89,50.7,0,17,6,4,1
Uttar Pradesh,Loamy,Rice,Rabi,14.9,68.2,0.0,7.7,1.93,48.1,1,17,3,1,1
Uttar Pradesh,Loamy,Sugarcane,Rabi,15.6,66.6,0.0,9.5,1.96,48.1,1,17,3,2,1
Uttar Pradesh,Silt,Rice,Rabi,14.2,57.5,0.0,5.5,1.94,50.6,1,17,6,1,1
Uttar Pradesh,Silt,Wheat,Rabi,14.4,63.9,0.0,7.9,1.94,50.6,0,17,6,4,1
Uttar Pradesh,Alluvial,Wheat,Rabi,14.8,86.1,0.0,8.5,1.75,49.4,0,17,0,4,1
Uttar Pradesh,Clay,Wheat,Rabi,14.0,66.8,0.0,5.8,1.52,60.7,0,17,2,4,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,13.2,88.7,0.0,7.3,1.54,49.7,1,17,0,2,1
Uttar Pradesh,Alluvial,Rice,Rabi,12.4,47.1,0.0,6.9,1.57,49.6,1,17,0,1,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,12.4,51.7,0.0,7.3,1.62,49.6,1,17,0,2,1
Uttar Pradesh,Silt,Vegetables,Rabi,13.7,32.7,0.0,6.0,1.89,50.7,0,17,6,3,1
Uttar Pradesh,Silt,Rice,Rabi,14.9,59.4,0.0,11.0,1.77,50.8,1,17,6,1,1
Uttar Pradesh,Loamy,Rice,Rabi,14.6,37.5,0.1,9.8,1.21,49.4,1,17,3,1,1
Uttar Pradesh,Loamy,Rice,Rabi,12.6,39.4,0.0,7.2,1.62,48.6,1,17,3,1,1
Uttar Pradesh,Alluvial,Rice,Rabi,13.6,65.4,0.0,8.0,2.1,48.8,1,17,0,1,1
Uttar Pradesh,Loamy,Rice,Rabi,12.9,56.9,0.0,6.9,2.04,47.9,1,17,3,1,1
Uttar Pradesh,Alluvial,Wheat,Rabi,12.3,59.3,0.0,7.4,1.75,49.4,0,17,0,4,1
Uttar Pradesh,Silt,Wheat,Rabi,11.1,46.7,0.0,6.4,1.69,51.0,0,17,6,4,1
Uttar Pradesh,Loamy,Vegetables,Rabi,11.9,68.1,0.0,6.8,1.85,48.2,0,17,3,3,1
Uttar Pradesh,Silt,Sugarcane,Rabi,14.4,58.4,0.0,8.8,2.42,49.9,1,17,6,2,1
Uttar Pradesh,Clay,Wheat,Rabi,15.4,47.2,0.0,12.4,2.67,59.0,0,17,2,4,1
Uttar Pradesh,Loamy,Rice,Rabi,13.8,57.4,0.0,9.7,2.53,47.2,1,17,3,1,1
Uttar Pradesh,Silt,Wheat,Rabi,13.7,88.8,0.0,12.9,2.71,49.4,0,17,6,4,1
Uttar Pradesh,Alluvial,Rice,Rabi,14.2,66.1,0.0,11.7,2.69,48.0,1,17,0,1,1
Uttar Pradesh,Clay,Rice,Rabi,13.7,45.6,0.0,11.6,2.52,59.2,1,17,2,1,1
Uttar Pradesh,Alluvial,Vegetables,Rabi,13.2,63.2,0.0,8.3,2.22,48.7,0,17,0,3,1
Uttar Pradesh,Silt,Vegetables,Rabi,14.1,55.2,0.0,7.4,2.4,49.9,0,17,6,3,1
Uttar Pradesh,Silt,Wheat,Rabi,14.5,76.4,0.0,9.5,2.2,50.2,0,17,6,4,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,19.0,35.4,0.4,9.9,2.52,49.0,1,17,0,2,1
Uttar Pradesh,Clay,Sugarcane,Rabi,18.5,59.3,0.0,9.6,3.07,58.4,1,17,2,2,1
Uttar Pradesh,Clay,Wheat,Rabi,18.3,54.4,0.0,13.1,3.33,58.0,0,17,2,4,1
Uttar Pradesh,Clay,Rice,Rabi,17.7,82.3,0.0,8.9,2.85,58.7,1,17,2,1,1
Uttar Pradesh,Alluvial,Wheat,Rabi,18.3,27.0,0.0,16.6,3.54,46.7,0,17,0,4,1
Uttar Pradesh,Alluvial,Sugarcane,Rabi,19.6,41.5,0.0,16.4,2.72,47.9,1,17,0,2,1
Uttar Pradesh,Silt,Sugarcane,Rabi,17.5,63.6,0.0,11.8,2.89,49.2,1,17,6,2,1
Uttar Pradesh,Silt,Vegetables,Rabi,16.8,55.4,0.0,8.9,2.84,49.2,0,17,6,3,1
Uttar Pradesh,Alluvial,Rice,Rabi,18.8,62.3,0.2,14.0,2.91,48.0,1,17,0,1,1
